English,Bangla,Marma,label
Are you crazy?,তুমি কি পাগল?,ল আরোউ নাং,neg
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",লেহো ছুগ্যে য়াসু গো চং ছু ল,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,ঙা নাক্ রুউরে ব লা,neg
She didn't speak.,তিনি কথা বলেননি,চাগা য়াসু ম্প্রলি,ntr
Please go to school.,অনুগ্রহ করে স্কুলে যান,চা ক্যাং লালি,pos
Have fun this summer!,এই গ্রীষ্মে মজা করুন!,ই পুখ্যিংমা প্য,pos
Her smile was good.,তার হাসি ভাল ছিল,রেছা হ্লারে,pos
I can swim.,আমি সাঁতার কাটতে পারি,ঙা তেতি খেহো র্গু,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,ঙা চা রেব্যা ন্হেং,pos
Do you love me?,তুমি কি আমাকে ভালোবাসো?,নাং গো ক্রতে ল?,pos
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা ঙো দ গো য়ুব আ্মা প্যরে,pos
Have a nice day!,একটি ভালো দিন কাটুক!,ত্রা্ক চি নিং বে আহ্লাপা,pos
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে?,নাং ইংসা রোনা ম্জং লে?,ntr
We want something new,আমরা নতুন কিছু চাই,ঙো অস লুরে,pos
Where does it hurt?,এটা কোথায় ব্যাথা করে?,আড়া জা মা নাড়ে লে?,neg
How deep is the lake?,লেকের গভীরতা কত?,য়াক্ লে? ম্নহ আ্নাক্ ওয়েই,ntr
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,ঙা নাকো মজং প্যাংবো হোলে?,pos
He goes to school.,সে স্কুলে যায়,য়াসু চাক্যংদো,ntr
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,লিজং লাহো ল,ntr
Close the door,দরজা বন্ধ করুন,তৈংখা পুঁই ত্খ্যাক ল মে,ntr
How deep is the lake?,লেকের গভীরতা কত?,আ্নাক্ ওয়েই ম্নহ য়াক্ লে?,ntr
Did you see anyone there?,আপনি সেখানে কাউকে দেখেছেন?,য়াদেমা তয়্গম্সুগো ম্রাংতে ল?,ntr
I'm very busy this week,আমি এই সপ্তাহে খুব ব্যস্ত,ঙামা ই খাঃলে আ্মা আ্লু হীরে,ntr
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা হ্রিরে কোস্থা,ntr
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং আস্যা খরুইকা ক্রাব গ্নি লেটেলে?,ntr
The house is very small.,বাড়িটা খুব ছোট,ইং অফওয়াশে এরমা,ntr
Where is my lungi?,আমার লুঙ্গি কোথায়?,ঙা্ক জামালে?,ntr
How much will it cost?,এটা কত খরচ হবে?,ম্নহ খ্র ফ্রহুলে?,ntr
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,ঙো দদ/অ্ম্মি/অ্দঃ খ্যাংখাফ্র ইংমা,ntr
Do you need anything?,তোমার কোন কিছু দরকার?,নাক্ মা ত্খুক্ লু হো ল?,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
I am happy to see you.,তোমাকে দেখে খুসি হলাম,আ্মা ক্রিব ঙা না্ককো হাউরে,pos
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা কো নাক্ অ্কংকং অউমিংরে,neg
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং আস্যা টিলে? ফ্রুল,neg
Will it rain today?,আজ কি বৃষ্টি হবে?,মোঃ ওয়রাহলঃ,ntr
Which is the shortest route?,সবচেয়ে কাছের পথ কোনটি?,আপা লেং যাচা,ntr
Can you hear me?,তুমি কি আমার কথা শুনতে পাচ্ছ?,নাং ঙা চাগা ল? ক্রারেয়,ntr
This river is beautiful,এই নদী সুন্দর,খ্যং ই হ্লারে,pos
I'm crazy with you.,আমি তোমার সাথে পাগল,নাক্ লা ব রুউরে,neg
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,ঙা থি ন্হেং হোলঃ?,pos
This is my daughter,এই আমার মেয়ে,ঙা ইচা স্মিং,ntr
I am busy with my homework.,আমি আমার বাড়ির কাজ নিয়ে ব্যস্ত,ঙা ইংমা অ্গো,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,সাং ঙা গো নাং হো ল?,ntr
Did you understand me?,তুমি কি আমার কথা বুঝতে পেরেছ?,নাং চাগা নালেরেল?,ntr
His mother was strict.,তার মা কঠোর ছিল,অ্মি কক্রউমন্হেং,ntr
I trust you.,আমি তোমাকে বিশ্বাস করি,ঙা না্ক কো রে ক্যুং,pos
My father is tall.,আমার বাবা লম্বা,ঙো আ্হ্রিঠং,ntr
I'm proud of my son,আমি আমার ছেলের জন্য গর্বিত,ঙা ঙা সা কিজু ম্যান্হা ঠংব নিং,pos
Can you tell me?,আপনি কি আমাকে বলতে পারেন?,কো ঙা ফ্র ন্হেংরেয় ল?,ntr
Will it rain today?,আজ কি বৃষ্টি হবে?,গ্নি মোঃ,ntr
You are so beautiful,আপনি খুব সুন্দর,কো হ্লাবারে,pos
His face was still young.,তার মুখ তখনও তরুণ,ম্যাঙন্হা য়্খালে আ্ম,ntr
Have a good time.,একটি ভাল সময় আছে,ট্খু্ক আখ্যিং হিরে,pos
When can we meet next time?,পরের বার কখন দেখা করতে পারি?,হোলে? যখা আটুই খেং নহেং নৌকা,ntr
Can I eat this?,আমি কি এটা খেতে পারি?,ঙা ইচা চা ন্হেং,ntr
She didn't speak.,তিনি কথা বলেননি,ম্প্রলি চাগা য়াসু,ntr
That is very bad.,ওটা খুব খারাপ,তিফিবাং ম্কং,neg
Have you finished work?,তুমি কি কাজ শেষ করেছ?,অলু মা নাং টুংগব্যায়াং?,ntr
I trust you.,আমি তোমাকে বিশ্বাস করি,ঙা না্ক ক্যুং কো রে,pos
They're good people,তারা ভালো মানুষ,য়াস্রু আ্মা লু আঁকং,pos
Let me think about it,আমাকে এটা সম্পর্কে চিন্তা করতে দিন,ইচাগো ঙাগো য়ুব ছাংখ্রাহো পি,ntr
See you next year,সামনের বছর দেখা হবে,লেমে মা আ্তুই ক্যামে,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,সায়ারেয় র্গু খেহো আমা য়াঃসু,pos
Thank you for coming,আসার জন্য আপনাকে ধন্যবাদ,লেটিঃ কোগো কিজু কিজুতাংবারে,pos
I can't hear you.,আমি তোমাকে শুনতে পাচ্ছি না,নাাং ঙা প্রচাগো ম্ক্রা,ntr
Do you understand?,তুমি কি বুঝতে পেরেছো?,নাং? ল নালেরি,ntr
Will you stay home?,তুমি কি বাড়িতে থাকবে,নাং ইংমা নিং ল? হো,ntr
Did you see anyone there?,আপনি সেখানে কাউকে দেখেছেন?,কো য়াদেমা তয়্গম্সুগো ম্রাংতে,ntr
His mother was strict.,তার মা কঠোর ছিল,য়াসু অ্মি,ntr
Please give me your hand.,দয়া করে আমাকে আপনার হাত দিন,আলাউগ তখ্যাগ পি,pos
Will you stop talking?,তুমি কি কথা বলা বন্ধ করবে?,নাং প্রহো ইংচা তেংহো ল,neg
I can run.,আমি চালাতে সক্ষম,ন্হেং সালে ঙা রেয়,ntr
Have a nice day.,আপনার দিনটি শুভ হোক,ফ্রলি রা্ক আকং কো,pos
This river is beautiful,এই নদী সুন্দর,ই হ্লারে খ্যং,pos
Do you need anything?,তোমার কোন কিছু দরকার?,লু মা ত্খুক্ ম্সা নাক্ হো ল?,ntr
Don't talk about work,কাজের কথা বলবেন না,অ্লু চ্গাগো,ntr
I can't hear you.,আমি তোমাকে শুনতে পাচ্ছি না,ঙা প্রচাগো নাাং ম্ক্রা,ntr
You should sleep,তোমার তো ঘুমানো উচিত,নাং গা ওউই টেং রে ব্যা,ntr
She got angry.,সে রেগে গেল,য়াসু তাউব্যা,neg
There was no one there,সেখানে কেউ ছিল না,য়াদে মিহিলি ত্যক্পাং,neg
Do you want to go?,আপনি কি যেতে চান?,লা খ্যাংরে ল?,pos
Do you live here?,তুমি কি এখানে থাকো?,ইংদেমা নাং নিংরে য়াং?,ntr
She was alone.,তিনি একা ছিলেন,য়াঃসু নুং খ্যাং,neg
Have a good time.,একটি ভাল সময় আছে,আকং আখ্যিং হিরে,pos
She got angry.,সে রেগে গেল,য়াসু তাউব্যা,neg
Do you smoke?,তুমি কি ধুমপান কর,নাং সউতে ল?,ntr
I am saving money.,আমি টাকা সঞ্চয় করছি,ঙা খেংরে,ntr
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,আকং ইংমাউ য়াসু ফ্ররে,pos
I am a student.,আমি একজন ছাত্র,ঙা ত্য ফেসা চা,ntr
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো অফা/ বাবা আফা/ নেংমা হিরে,ntr
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং টিলে? ফ্রুল আস্যা,neg
Come with your family,আপনার পরিবারের সাথে আসুন,লা ইংসা কো ল্লে,ntr
That's my son.,যে আমার ছেলে,ঙা য়াচা সাঃ,ntr
This is my brother,এই আমার ভাই,ইচা ঙা,ntr
I'm very busy this week,আমি এই সপ্তাহে খুব ব্যস্ত,ঙামা ই মা খাঃলে আ্মা আ্লু হীরে,ntr
Why were you so angry?,তুমি এত রেগে গেলে কেন?,নাং আস্যা তাউরে লে?,neg
Are you hungry?,তুমি কী ক্ষুধার্ত?,ঙা ল? মওয়ে্প,ntr
I am looking for a job.,আমি একটি চাকরি খুঁজছি,হ্রারে ত্খূ অ্লূ ঙা,ntr
I'm very busy this week,আমি এই সপ্তাহে খুব ব্যস্ত,ঙামা ই খাঃলে মা আ্লু হীরে,ntr
I am always busy.,আমি সব সময় ব্যস্ত থাকি,অ্লুমা খ্যাংখাফ্র ঙা নিংরে,ntr
Did he come by bus or train?,সে কি বাসে এসেছে নাকি ট্রেনে?,মা বাস ইয়াউসু ল ট্রন মা ল?,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে?,নাং ইংসা রোনা ম্জং লে?,ntr
His voice was soft.,তার কণ্ঠ নরম ছিল,আসেং ঙন্যে,ntr
How are you?,তোমার কী অবস্থা,ম্জংহীরে নাং লে,ntr
Which team will win the game?,খেলা কোন দল জিতবে?,অংহো? আসু খ্যলা,pos
I am a student.,আমি একজন ছাত্র,ঙা ত্য চা,ntr
His shoes are red.,তার জুতা লাল,য়াসু র্রে ফ্নেং,ntr
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো লা আগো ন্হেং হো ব্যালঃ,pos
Don't talk about work,কাজের কথা বলবেন না,ম্প্রগ্যে চ্গাগো অ্লু,ntr
Why were you so angry?,তুমি এত রেগে গেলে কেন?,নাং আস্যা তাউরে মেং লে?,neg
Where do you have pain?,তোমার কোথায় ব্যথা আছে?,নাগ মা নারেলে,neg
You can go,তুমি যেতে পার,নাং লা ন্হেং মি,ntr
Can I open the door?,আমি কি দরজা খুলতে পারি?,তৈংখা ঙা ল্হন্হেং হ ল?,ntr
Have a nice day!,একটি ভালো দিন কাটুক!,নিং আহ্লাপা ত্রা্ক বে চি,pos
Thanks for the information.,তথ্যের জন্য ধন্যবাদ,কিজুটাংরে কিজু স্ডাং,pos
It was really cheap.,এটা সত্যিই সস্তা ছিল,ইচা এ্তেং হিলিরে,ntr
You are so brave,আপনি খুব সাহসী,ত্ফি ব্যাং ম্ক্রক্,pos
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",লেহো য়াসু ছুগ্যে য়াসু গো চং ছু ল,ntr
You're so smart,আপনি খুব স্মার্ট,কো পইংঞাস্যাং,pos
I am happy to see you.,তোমাকে দেখে খুসি হলাম,না্ককো ক্রিব ঙা হাউরে আ্মা,pos
This river is beautiful,এই নদী সুন্দর,হ্লারে খ্যং ই,pos
Where is the beautiful girl?,সুন্দরী মেয়েটি কোথায়?,আহ্লামা জামালেই?,pos
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো মা কং তুইরে ল?,pos
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো মা রে তুইরে ল?,pos
It was nice to meet you,তোমার সাথে দেখা হয়ে ভালো লাগলো।,না্ক লে আতুই কং হারে,pos
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজু কিজুটাংরে,pos
Who built that?,ঐটা কে নির্মাণ করেছিলো?,ইচা আসু লেই? লুচা,ntr
This is my book,এটা আমার বই,ইচা চা ঙা ঊঃ,ntr
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,নাং আতুই খেংব কংহারে,pos
Let me see.,আমাকে দেখতে দাও,ঙা গো পি,ntr
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ম্রাং ত্খু্বাং,ntr
Whose decision was final?,কার সিদ্ধান্ত চূড়ান্ত ছিল?,আসু চ্গালা?,ntr
Did you do it yourself?,আপনি কি নিজের থেকে এটা করেছেন?,কো কোমাকো ইচা প্যাং চা য়াং?,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা ফেচং চা লারেয়,ntr
It wasn't necessary.,এটা প্রয়োজন ছিল না,ইচা ম্হিলি,ntr
He came last.,সে শেষ এসেছিল,য়াসু লেলিবঃ,ntr
He agreed with me,তিনি আমার সাথে একমত,য়াসু চ্গা তখৈংব্যা,pos
Get well soon.,শীঘ্রই সুস্থ হয়ে উঠুন,আয়াং কেন্থা আকং থা,pos
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,য়াসু ম্রাং ররেখে আ্ফা রে,pos
I am fine.,আমি ভালো আছি,হিরি আকং ঙা,pos
She is a teacher.,সে একজন শিক্ষিকা,ছ্রামা/চাখ্যাসা ত্যঃ য়াসুু মা,ntr
When did it end?,এটা কখন শেষ হয়েছিল?,ইচা জা্খা টুংলি লে রে,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ছুই য়াসু ম্রাং আথাউমা খুংব তাউরে,ntr
Whose decision was final?,কার সিদ্ধান্ত চূড়ান্ত ছিল?,আসু চ্গালা?,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,চা ন্হেং রেব্যা,pos
It really takes time.,এটা সত্যিই সময় লাগে,ইচা অ্কংকং আখ্যিং,ntr
I can run.,আমি চালাতে সক্ষম,ঙা ন্হেং সালে রেয়,ntr
They hit.,তারা আঘাত করেছিল,আসু লে?,ntr
How is your life going?,আপনার জীবন কেমন চলছে?,কো মা আঃসা ম্জং লে?,ntr
You can go,তুমি যেতে পার,নাং লা মি ন্হেং ব্যা,ntr
I am sorry.,আমি দুঃখিত,ঙা খোয়ং হ্রুওয়ে,neg
What can I do for you?,আমি আপনার জন্য কি করতে পারি?,প্যাংন্হেং কো কিজু আ্চা ঙা হুলে,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,নাং মা টুংগব্যায়াং? অলু,ntr
Whose idea is this?,এটা কার ধারণা?,ত্য়ওচা আসু ইচা লে,ntr
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা অ্মঃ ন্হেং রে,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা কো অ্কংকং অউমিংরে,neg
What was the word for?,শব্দটা কিসের ছিল?,আ্চা আ্সেং লে?,ntr
You are so brave,আপনি খুব সাহসী,নাং ত্ফি ম্ক্রক্,pos
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,ম্হ্রচা কিজু,pos
This river is beautiful,এই নদী সুন্দর,ই হ্লারে,pos
I love you.,আমি তোমায় ভালোবাসি,নাক্ কো ক্রতে,pos
Have a lot of money,অনেক টাকা আছে,এর্মা হীরে টেঙা,ntr
It looks like a bird.,এটা একটি পাখির মত দেখায়,ন্ঞং ন্হাক্ ইচা ম্রাংরারে,pos
How much will it cost?,এটা কত খরচ হবে?,ইচা ম্নহ ফ্রহুলে? খ্র,ntr
Who built that?,ঐটা কে নির্মাণ করেছিলো?,ইচা লুচা আসু লেই?,ntr
His smile was very beautiful.,তার হাসি খুব সুন্দর ছিল,রিচা য়াসু আ্মা আহ্লা,pos
Do you want to come?,তুমি কি আসতে চাও?,ল? লেখ্যাংরে নাং,pos
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ঙাখ্ক এসেএওয়ব্যে ফ্রকেরে,neg
You don't understand me,তুমি আমাকে বোঝো না,নং ম্নালে ঙাগো,ntr
I love you.,আমি তোমায় ভালোবাসি,ঙা কো ক্রতে,pos
See you soon,শীঘ্রই আবার দেখা হবে,প্রেংব আতুই ক্যামে,ntr
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং ছুই আথাউমা খুংব তাউরে,ntr
"If I had money, I could buy it",আমার কাছে টাকা থাকলে আমি কিনতে পারতাম,ঙা মা ঙা হিগ্যি টেঙা লিসউ ওউইন্হেং লি হো,ntr
How can I help you?,আপনাকে কিভাবে সাহায্য করতে পারি?,কোগো ম্জং প্য়াংব হোলে?,pos
Why were you so angry?,তুমি এত রেগে গেলে কেন?,মেং আস্যা নাং তাউরে লে?,neg
You're so nice,আপনি খুব চমৎকার,কো আ্স্যাক্যারে আমা,pos
His joy is evident on his face.,তার আনন্দ তার মুখে ফুটে উঠেছে,য়াসু প্যচা য়াসু রে ম্রাংরা ম্যাকন্হামা ব্যা।,pos
He came last.,সে শেষ এসেছিল,য়াসু লেলিবঃ,ntr
Can you hear me?,তুমি কি আমার কথা শুনতে পাচ্ছ?,ঙা চাগা ক্রারেয় ল?,ntr
This decision is final,এই সিদ্ধান্ত চূড়ান্ত,ইচা চা্গা আটুং,ntr
It wasn't necessary.,এটা প্রয়োজন ছিল না,আ্লো ম্হিলি,ntr
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা কো লা চ্গা ম্হক্,neg
I can run.,আমি চালাতে সক্ষম,সালে ন্হেং রেয়,ntr
She didn't speak.,তিনি কথা বলেননি,চাগা ম্প্রলি,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু খেহো সায়ারেয় আমা,pos
Please do that again.,দয়া করে সেটা আবার করুন,য়াচা ত্খ্যাঃ অরঃ প্যাংলঃ ত্ব্রেং মে,pos
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,ঙাগো ক্রিরি আমা,ntr
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো অফা/ আফা/ বাবা হিরে নেংমা,ntr
I am taller than you.,আমি আপনার চাইতে লম্বা,কোস্থা ঙা হ্রিরে,ntr
It was really cheap.,এটা সত্যিই সস্তা ছিল,হিলিরে অ্কংকং এ্তেং ইচা,ntr
What can I say?,আমি কি বলতে পারি?,প্র ন্হেং হোলঃ?,ntr
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি ন্গ্যবলে? আচাস্যা,neg
Will you love me?,তুমি কি আমাকে ভালোবাসবে?,নাং ক্র গো ঙা হো ল?,pos
Will you come here?,তুমি কি এখানে আসবে,ল? ইদু লেহো নাং,ntr
Do you live here?,তুমি কি এখানে থাকো?,নাং নিংরে ইংদেমা য়াং?,ntr
Do you smoke?,তুমি কি ধুমপান কর,নাং সউতে ছুঁইলি ল?,ntr
I am always busy.,আমি সব সময় ব্যস্ত থাকি,খ্যাংখাফ্র ঙা অ্লুমা নিংরে,ntr
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু খংড সংসা,ntr
I am saving money.,আমি টাকা সঞ্চয় করছি,তেংগা ঙা খেংরে,ntr
I can't believe it.,আমি এটা বিশ্বাস করতে পারছি না,ঙা ন্হেং ম্ক্যুং ইচা,ntr
His family is very big.,তার পরিবার অনেক বড়,য়াস্রো আগ্রি এরমা ইংসা,ntr
His mother was strict.,তার মা কঠোর ছিল,য়াসু কক্রউমন্হেং,ntr
His brother is patient.,তার ভাই ধৈর্যশীল,ন্হেং আকোসি আ্মা সিখেং য়াসু রে,ntr
What was the word for?,শব্দটা কিসের ছিল?,য়াচা আ্চা আ্সেং,ntr
See you next week,পরের সপ্তাহে দেখা হবে,লেমি খালেয় মা আ্তুই,ntr
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,ওয়েব্যল অওয়ে নাং,ntr
Are you going?,তুমি কি যাচ্ছ?,নাং ল ব্যা লারেয়,ntr
My father is tall.,আমার বাবা লম্বা,ঙো আ্হ্রিঠং বাবা,ntr
It's so cheap,এটা খুব সস্তা,এর্মা ইচা আঁটেং,ntr
His shoes are red.,তার জুতা লাল,য়াসু র্রে,ntr
How do you get to school?,তুমি কিভাবে স্কুলে আস?,নাং ম্জং প্যাংব চাক্যং দো লেটে,ntr
Do you love me?,তুমি কি আমাকে ভালোবাসো?,নাং ক্রতে গো ঙা ল?,pos
Whose decision was final?,কার সিদ্ধান্ত চূড়ান্ত ছিল?,আসু চ্গালা?,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা চা লারেয় ফেচং,ntr
This is my brother,এই আমার ভাই,ইচা আকোসে/ন্ঙ্যিং,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে,নাং রো ম্জং হিরিলে,ntr
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
I am busy with my homework.,আমি আমার বাড়ির কাজ নিয়ে ব্যস্ত,ঙা অ্গো আলুমা ইংমা,ntr
Have a good time.,একটি ভাল সময় আছে,ট্খু্ক আকং হিরে আখ্যিং,pos
Just a moment,শুধু একটা মুহূর্ত,ব্যা/ ত্খ্যাঃসে,ntr
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ম্রাং,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে,নাং রো ইংসারো হিরিলে,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,লারেয় চা ফেচং ঙা,ntr
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো আমা ক্রিরি,ntr
How are you?,আপনি কেমন আছেন,আকং হিঃরিল?,ntr
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,ইচা আ্কং ত্খোঃ আ্ত্যগ্,pos
It's so cheap,এটা খুব সস্তা,ইচা আঁটেং,ntr
Which is the shortest route?,সবচেয়ে কাছের পথ কোনটি?,আপা লেং যাচা,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা ফেচং লারেয়,ntr
His face was still young.,তার মুখ তখনও তরুণ,আ্ম ম্যাঙন্হা য়্খালে য়াসু,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,হো ঙা গো সাং নাং ল?,ntr
Have you finished?,তুমি কি শেষ করেছ?,নাঃমা ল? টুংব্যা,ntr
His smile was very beautiful.,তার হাসি খুব সুন্দর ছিল,আ্মা রিচা য়াসু আহ্লা,pos
The house is very small.,বাড়িটা খুব ছোট,এরমা ইং অফওয়াশে,ntr
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা মিহিলিই ত্যক্পাং,neg
Will you go for a walk?,তুমি কি বেড়াতে যাবে?,নাং ল লাহো লিজং,ntr
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,ওয়েব্যল অওয়ে নাং,ntr
Have fun this summer!,এই গ্রীষ্মে মজা করুন!,ই হো। প্য পুখ্যিংমা,pos
Tell me something about your family,আপনার পরিবার সম্পর্কে কিছু বলেন,কো ইংসা গো ইউব তখুমসা প্র,ntr
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা হ্রিরে কোস্থা,ntr
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু রু্ওয়ারে ছুগ্যে, ঙো মু ব্যা",ntr
It really takes time.,এটা সত্যিই সময় লাগে,ইচা আখ্যিং লুরেয়,ntr
Can you feel me?,তুমি কি আমাকে অনুভব করছো?,য়াং? ঙাগো তুইরে নাং,ntr
She was brave.,তিনি সাহসী ছিল,ম্লেং ম্ক্র য়াসু হিঃরেলেয়,pos
This story is true,এই গল্প সত্য,ওয়েঠু আ্কং ইচা,pos
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ঙো লা ন্হেং হো ব্যালঃ,pos
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,ম্জালে নাক্ কো ঙা,pos
See you next year,সামনের বছর দেখা হবে,লেমে ন্হক্ আ্তুই মা ক্যামে,ntr
This is my friend,এই আমার বন্ধু,ঙা ইচা আফাসা,pos
Are you feeling better?,আপনি ভাল অনুভব করছেন?,কো মা কং ল? তুইরে রে,pos
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
There was a sudden change in the weather,আবহাওয়ার হঠাৎ পরিবর্তন ছিল,মো লি প্পপাং হ্লিরি,ntr
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","রু্ওয়ারে মু ছুগ্যে, ঙো মু চু্ওয়েকেহো ব্যা",ntr
I am fine.,আমি ভালো আছি,হিরি আকং ঙা,pos
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,দদ/অ্ম্মি/অ্দঃ খ্যাংখাফ্র ইংমা নিংড়ে,ntr
It really takes time.,এটা সত্যিই সময় লাগে,অ্কংকং আখ্যিং লুরেয়,ntr
Please do that again.,দয়া করে সেটা আবার করুন,য়াচা অরঃ ত্ব্রেং প্যাংলঃ মে,pos
He praised him.,সে তাকে তারিফ করেছিল,য়াসু প্রবঃয়ে অ্কং ঠুসুগো,pos
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,প্যাংহো কিজু এর্মা সমস্যা হীরে,neg
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা ঙো দ দ য়ুব আ্মা প্যরে,pos
Will you come tomorrow?,তুমি কি আগামীকাল আসবে?,নাং ন্হাফ্রেং লেহো,ntr
Will you come tomorrow?,তুমি কি আগামীকাল আসবে?,নাং ন্হাফ্রেং য়াং,ntr
Which is your favorite team?,আপনার প্রিয় দল কোনটি?,আসু সায়াচা নাগ ব্রা্গলে?,pos
When will you finish your work?,আপনি কখন কাজ শেষ করেছেন?,কোমা জ্খা তুংরে লে?,ntr
You're so nice,আপনি খুব চমৎকার,আ্স্যাক্যারে আমা কো,pos
They praise each other,তারা একে অপরের প্রশংসা করে,ইয়াস্রু ত্যক আকং প্রগেতে,pos
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো ক্রিরি,ntr
Let me check.,যাচাই করতে দাও,ক্রিহো পি,ntr
They have some books,তাদের কিছু বই আছে,চাঊঃ মা য়াস্রোু ল্য়ংক্খো হিরি,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,নাং গো সাং হো ল?,ntr
It was really cheap.,এটা সত্যিই সস্তা ছিল,অ্কংকং ইচা এ্তেং হিলিরে,ntr
He came last.,সে শেষ এসেছিল,য়াসু লেলিবঃ,ntr
Let me think about it,আমাকে এটা সম্পর্কে চিন্তা করতে দিন,ঙাগো য়ুব ইচাগো ছাংখ্রাহো পি,ntr
Just a moment,শুধু একটা মুহূর্ত,ত্খ্যাঃসে ব্যা/ ত্ছংস্যে,ntr
I hate you.,আমি আপনাকে ঘৃণা করি,ঙা মুংরে,neg
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ম্রাং,ntr
I can't come.,আমি আসতে পারব না,ঙা ম্লেন্হেং/ ঙা লেহো ম্নংই,ntr
