English,Bangla,Marma,label
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,কোগো কিজু জালেরে ঙা খোওং হ্রুওয়ে,neg
Are you serious?,তুমি কি সিরিয়াস?,নাং ল?,neg
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং আস্যা ফ্রুল,neg
Can you read this book?,আপনি এই বই পড়তে পারেন,কো ই চা্উ মি,ntr
This river is beautiful,এই নদী সুন্দর,ই হ্লারে,pos
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",য়াসু লেহো ছুগ্যে চং গো য়াসু ছু ল,ntr
Did you take a shower?,তুমি কি গোসল করেছ?,খ্যুব্যা রি নাং য়াং?,ntr
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
How can I help you?,আমি কীভাবে তোমাকে সাহায্য করতে পারি?,ঙা নাকো মজং প্যাংবো হোলে? কুনহেং,pos
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,য়াসু প্রচা আলু ম্লুলি,neg
She was alone.,তিনি একা ছিলেন,খ্যাং নুং য়াঃসু হিঃরেলেয়,neg
I am very proud of my mother.,আমি আমার মাকে নিয়ে খুব গর্বিত,ঙা ঙো দ গো য়ুব আ্মা প্যরে,pos
They are both good teachers,তারা দুজনেই ভালো শিক্ষক,ইয়াস্রু নহইয়ক চুং অকং চাখ্যা ছ্ড়া,pos
Do you have any ideas about this?,আপনার কোন ধারণা আছে এই ব্যাপারে?,কো য়াছাগো য়ুব ত্খুমসা সিক্ড়ি,ntr
They stopped talking,তাদের কথা বলা বন্ধ,মা য়াসু চ্গা তুংব্যা,neg
I am lost,আমি হারিয়ে গিয়েছি।,প্তগক ফাব্যা,neg
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা সংসা খংড,ntr
Why did you leave?,তুমি কেন ছেড়ে দিলে,নাং ফ্রুল আস্যা,neg
I don't speak very well.,আমি খুব ভাল কথা বলি না,ঙা আকোং চ্গা মপ্র,neg
It looks like a bird.,এটা একটি পাখির মত দেখায়,ইচা ন্ঞং ন্হাক্ ম্রাংরারে,pos
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,ঙা কোগো জালেরে হ্রুওয়ে খোওং,neg
Are we ready to go now?,আমরা কি এখন যেতে প্রস্তুত,ব্যালঃ আগো লা ন্হেং হো ঙো,pos
Do you want to go?,আপনি কি যেতে চান?,লা কো খ্যাংরে ল?,pos
This river is beautiful,এই নদী সুন্দর,হ্লারে খ্যং ই,pos
We should be very careful,আমাদের খুব সতর্ক হওয়া উচিত,ঙো স্দি ফ্রোরাহু,pos
Please give it to me.,দয়া করে আমাকে দিন,য়াচা ত্খ্যাঃ ঙাগো পি,pos
I don't like it,আমি এটা পছন্দ করি না,ইচা ঙা মা্সায়া,neg
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,নাং লা আতুই খেংব কংহারে,pos
Are you crazy?,তুমি কি পাগল?,ল আরোউ নাং,neg
His house is very tall.,তার বাড়ি অনেক লম্বা,য়াসু ইং এরমা আহ্রি,ntr
Will you stop talking?,তুমি কি কথা বলা বন্ধ করবে?,নাং ল প্রহো তেংহো ইংচা,neg
Will you stay home?,তুমি কি বাড়িতে থাকবে,নাং ইংমা হো নিং ল?,ntr
It looks like a bird.,এটা একটি পাখির মত দেখায়,ন্হাক্ ইচা ন্ঞং ম্রাংরারে,pos
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ঙাখ্ক এসেএওয়ব্যে ফ্রকেরে,neg
Do you love me?,তুমি কি আমাকে ভালোবাসো?,নাং ক্রতে গো ঙা ল?,pos
There was no one there,সেখানে কেউ ছিল না,ত্যক্পাং য়াদে মিহিলি,neg
My mother is always at home,আমার মা সবসময় বাড়িতে থাকে,ঙো দদ/অ্ম্মি/অ্দঃ খ্যাংখাফ্র ইংমা,ntr
I'm crazy about you,আমি তোমার সম্পর্কে পাগল,নাাক্ রুউ মা ঙা রে,neg
I miss you.,আমার আপনাকে মনে পরছে,তোওড়ারেয় ঙা,neg
Please speak more slowly.,অনুগ্রহ করে আরো ধীরে কথা বলুন,প্র চ্গা এসেই,pos
His face was still young.,তার মুখ তখনও তরুণ,ম্যাঙন্হা য়াসু য়্খালে আ্ম,ntr
Are you crazy?,তুমি কি পাগল?,আরোউ ল,neg
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা ম্হক্ লা চ্গা ত্খৈং কো,neg
What can I say?,আমি কি বলতে পারি?,ঙা হোলঃ? ন্হেং প্র,ntr
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,ঙা থি ন্হেং হোলঃ?,pos
It's a good decision.,এটা একটা ভাল সিদ্ধান্ত,ইচা ত্খোঃ আ্কং,pos
She got angry.,সে রেগে গেল,য়াসু তাউব্যা,neg
She got angry.,সে রেগে গেল,য়াসু মেং,neg
This is not a joke,এটি তামাশা না,ইচা স্যইংচা,neg
There is nothing wrong with him,তার সাথে কোন ভুল নেই,আম্হা ত্খুবাং ব য়াসুলা মিহি,pos
I have no idea,আমার কোন ধারণা নাই,ঙা ত্খোবাং মি্সি,neg
When did it end?,এটা কখন শেষ হয়েছিল?,ইচা জা্খা রে টুংলি লে,ntr
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজুটাংরে কিজু ম্হ্রচা,pos
Will it rain today?,আজ কি বৃষ্টি হবে?,মোঃ গ্নি ওয়রাহলঃ,ntr
Please come in.,অনুগ্রহ করে ভিতরে আসুন,আঠিদো ওয়ংলেমে,pos
This is my friend,এই আমার বন্ধু,আফাসা ঙা ইচা,pos
Have you ever seen a whale?,আপনি কি কখনও একটি তিমি দেখেছেন?,কো তিমি ম্রাং ব্যা ল?,ntr
Where does it hurt?,এটা কোথায় ব্যাথা করে?,জা মা লে?,neg
Have a lot of money,অনেক টাকা আছে,এর্মা টেঙা হীরে,ntr
No one was in the garden,বাগানে কেউ ছিল না,মা য়ইং ত্যক্পাং মিহিলিই,neg
They stopped talking,তাদের কথা বলা বন্ধ,য়াসু চ্গা,neg
Why are you late?,তোমার দেরী হল কেন?,নাং ক্রাফালে? আস্যা,ntr
They're good people,তারা ভালো মানুষ,লু আ্মা আঁকং য়াস্রু,pos
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,আচাস্যা নাং ন্গ্যবলে?,neg
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,চ্গা ম্নাথংলি য়াসু,neg
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,অওয়ে ওয়েব্যল,ntr
I am saving money.,আমি টাকা সঞ্চয় করছি,ঙা খেংরে,ntr
I am very happy.,আমি অত্যন্ত খুশি,ঙা প্য় আমা,pos
Please do that again.,দয়া করে সেটা আবার করুন,ত্খ্যাঃ অরঃ ত্ব্রেং প্যাংলঃ মে,pos
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,র্গু খেহো আমা সায়ারেয়,pos
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,সায়ারেয় র্গু খেহো আমা য়াঃসু,pos
What can I do for you?,আমি আপনার জন্য কি করতে পারি?,ঙা কো হুলে আ্চা প্যাংন্হেং কিজু,ntr
Have you eaten?,তুমি কি খেয়েছ?,নাং চা ল? ব্যা,ntr
I am always busy.,আমি সব সময় ব্যস্ত থাকি,খ্যাংখাফ্র ঙা অ্লুমা নিংরে,ntr
Do you need anything?,তোমার কোন কিছু দরকার?,নাক্ ত্খুক্ ম্সা লু হো ল?,ntr
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,নাং আতুই খেংব কংহারে,pos
Are you hungry?,তুমি কী ক্ষুধার্ত?,ঙা মওয়ে্প ল?,ntr
Are you serious?,তুমি কি সিরিয়াস?,নাং আম্হেং,neg
You are so beautiful,আপনি খুব সুন্দর,কো হ্লাবারে,pos
You are so beautiful,আপনি খুব সুন্দর,কো হ্লাবারে কগং,pos
There are many problems to solve,সমাধান করার জন্য অনেক সমস্যা আছে,আওকং কিজু প্যাংহো এর্মা সমস্যা হীরে,neg
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা ম্হক্ লা চ্গা কো,neg
Can I join you?,আমি আপনাকে যোগ দিতে পারি?,ঙা কোগো থি ন্হেং হোলঃ?,pos
What was the word for?,শব্দটা কিসের ছিল?,য়াচা আ্চা আ্সেং লে?,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,নাক্ রুউরে ব লা,neg
See you tomorrow,আগামীকাল দেখা হবে,ন্হাক্ আতুই ফ্রেং ক্যামে,ntr
I'm not bothering you,আমি তোমাকে বিরক্ত করছি না,ম্জালে নাক্ কো ঙা,pos
Have you finished?,তুমি কি শেষ করেছ?,নাঃমা ল?,ntr
They praise each other,তারা একে অপরের প্রশংসা করে,আকং ত্যক ইয়াস্রু প্রগেতে,pos
That's my son.,যে আমার ছেলে,য়াচা সাঃ ঙা,ntr
Where does it hurt?,এটা কোথায় ব্যাথা করে?,লে? আড়া মা জা,neg
It was a very big room,এটি একটি খুব বড় রুম ছিল,য়াচা এর্মা ত আ্সেং হিলিরে ,ntr
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,অওয়ে নাং ওয়েব্যল,ntr
When will you cut your wheat?,তুমি কখন তোমার গম কাটবে?,রুইহুলে? জ্যখা গং,neg
How are you?,তোমার কী অবস্থা,নাং লে,ntr
Have a nice trip.,আপনার যাত্রা শুভ হোক,রা্ক আকং ফ্রলি,pos
I have no idea,আমার কোন ধারণা নাই,ঙা মি্সি,neg
Come with your family,আপনার পরিবারের সাথে আসুন,কো ইংসা ল্লে,ntr
Her smile was good.,তার হাসি ভাল ছিল,রেছা য়াসু হ্লারে,pos
You are so beautiful,আপনি খুব সুন্দর,কো কগং হ্লাবারে,pos
Which is the shortest route?,সবচেয়ে কাছের পথ কোনটি?,আপা যাচা লেং লে?,ntr
He praised him.,সে তাকে তারিফ করেছিল,অ্কং ঠুসুগো য়াসু প্রবঃয়ে,pos
When can we eat?,আমরা কখন খেতে পারি?,হুলে জা্খা চা ঙো,ntr
It's so cheap,এটা খুব সস্তা,ইচা এর্মা,ntr
You made me happy,তুমি আমাকে খুশি করেছো,নাং ঙা অপ্য পিরে,pos
You're so smart,আপনি খুব স্মার্ট,কো আ্মা পইংঞাস্যাং ,pos
I really miss you,আমি তোমাকে সত্যি মিস করছি,ঙা নাক্ অ্কংকং কো অউমিংরে,neg
I don't agree with you,আমি আপনার সাথে একমত নই,ঙা লা কো চ্গা ম্হক্ ত্খৈং,neg
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,আকং ইংমাউ য়াসু ফ্ররে,pos
Why are you late?,তোমার দেরী হল কেন?,নাং ক্রাফালে? আস্যা,ntr
How is everyone at your house?,তোমার বাসার সবাই কেমন আছে?,নাং রোমা ইংসা রোনা লে?,ntr
I'm crazy with you.,আমি তোমার সাথে পাগল,ঙা নাক্ লা ব রুউরে,neg
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা ব্রি অ্মঃ ন্হেং রে,ntr
You made me happy,তুমি আমাকে খুশি করেছো,পিরে ঙা গো অপ্য নাং,pos
See you tomorrow,আগামীকাল দেখা হবে,ন্হাক্ ফ্রেং আতুই ক্যামে,ntr
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,কোগো জালেরে কিজু খোওং হ্রুওয়ে,neg
It was very difficult.,এটা খুব কঠিন ছিল,আমা ইচা লিরে,neg
Where are you from?,তুমি কোথা থেকে আসছো,আ্চগা নাং লেটে লে?,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,নাং মা টুংগব্যায়াং? অলু,ntr
I am not a teacher.,আমি একজন শিক্ষক নই,খ্যাসা ত্যউ চা ঙা ম্হ,ntr
When will you cut your wheat?,তুমি কখন তোমার গম কাটবে?,রুইহুলে? নং গং জ্যখা,neg
Can I open the door?,আমি কি দরজা খুলতে পারি?,ঙা তৈংখা ল? হ ল্হন্হেং,ntr
She got angry.,সে রেগে গেল,য়াসু মেং,neg
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","মু ঙো ছুগ্যে, রু্ওয়ারে মু চু্ওয়েকেহো ব্যা",ntr
Have a nice time.,একটি সুন্দর সময় আছে,ট্খু্ক আখ্যিং আহ্লা হিরে,pos
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,হ্রুওয়ে কোগো জালেরে কিজু ঙা খোওং,neg
I'm crazy with you.,আমি তোমার সাথে পাগল,ঙা রুউরে লা নাক্,neg
This is not a joke,এটি তামাশা না,ম্হক্ স্যইংচা ইচা,neg
Let me check.,যাচাই করতে দাও,ক্রিহো পি,ntr
This is not a joke,এটি তামাশা না,ইচা ম্হক্ স্যইংচা,neg
She got angry.,সে রেগে গেল,য়াসু তাউব্যা,neg
Have a good time.,একটি ভাল সময় আছে,ট্খু্ক আখ্যিং হিরে,pos
I can run.,আমি চালাতে সক্ষম,ন্হেং সালে ঙা রেয়,ntr
It's so cheap,এটা খুব সস্তা,ইচা এর্মা,ntr
You're so smart,আপনি খুব স্মার্ট,কো পইংঞাস্যাং,pos
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ইলামা ঙাখ্ক এসেএওয়ব্যে,neg
Where do you have pain?,তোমার কোথায় ব্যথা আছে?,নাগ নারেলে,neg
That's my book.,যে আমার বই,য়াচা ঊঃ চা ঙা,ntr
Please give it to me.,দয়া করে আমাকে দিন,পি ত্খ্যাঃ ঙাগো য়াচা,pos
They are both in the room.,তারা দুজনেই রুমে আছে,ত ন্হয়চঙং ইয়াশ্রু মা হিরে,ntr
She didn't speak.,তিনি কথা বলেননি,ম্প্রলি চাগা য়াসু,ntr
Please give me the bill,দয়া করে বিল দিন।,হুলো? ট্খ্যা পিন্হেং,pos
Whose idea is this?,এটা কার ধারণা?,আসু ত্য়ওচা লে,ntr
I hate you.,আমি আপনাকে ঘৃণা করি,ঙা কোগো,neg
Where is the beautiful girl?,সুন্দরী মেয়েটি কোথায়?,আহ্লামা জামালেই?,pos
Please speak more slowly.,অনুগ্রহ করে আরো ধীরে কথা বলুন,এসেই প্র,pos
Which team will win the game?,খেলা কোন দল জিতবে?,আসু অংহো?,pos
I can swim.,আমি সাঁতার কাটতে পারি,ঙা খেহো তেতি,ntr
Will you love me?,তুমি কি আমাকে ভালোবাসবে?,নাং গো ক্র হো ল?,pos
"If he comes, tell him to wait","যদি তিনি আসেন, তাকে অপেক্ষা করতে বলুন",লেহো ছুগ্যে য়াসু গো চং ছু ল,ntr
When will you cut your wheat?,তুমি কখন তোমার গম কাটবে?,নং জ্যখা রুইহুলে?,neg
I am hungry.,আমি ক্ষুধার্ত,ঙা মইপঃ,ntr
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু খেহো আমা সায়ারেয়,pos
I have no idea,আমার কোন ধারণা নাই,মি্সি ত্খোবাং,neg
Her eyes were blue.,তার চোখ নীল,ক্রোং মা য়াসু ম্ক্রযাচি,ntr
She got angry.,সে রেগে গেল,য়াসু তাউব্যা,neg
It's nice to meet you,তোমার সাথে দেখা করে ভালো লাগলো,খেংব লা আতুই নাং কংহারে,pos
Thanks for the information.,তথ্যের জন্য ধন্যবাদ,স্ডাং কিজুটাংরে,pos
His opinion was not accepted.,তার মতামত গ্রহণ করা হয়নি,ম্নাথংলি য়াসু,neg
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং আচাস্যা ন্গ্যবলে?,neg
Come and see me now,এসো এবং এখন আমাকে দেখতে,ঙা গো আ্গু ক্রিজং ল্লে,ntr
I'm sorry to bother you,আমি আপনাকে বিরক্ত করার জন্য দুঃখিত,ঙা কোগো জালেরে কিজু খোওং,neg
Are you going?,তুমি কি যাচ্ছ?,নাং লারেয় ব্যা ল,ntr
Do you need anything?,তোমার কোন কিছু দরকার?,নাক্ মা ত্খুক্ ম্সা লু হো ল?,ntr
Where do you want to go?,আপনি কোথায় যেতে চান?,কো রে লাখ্যাং লে? আদো,pos
Did you like the movie?,তুমি কি সিনেমাটি পছন্দ করেছ?,নাং য়া বওয়ে আহ্লা ম্রাং টি ল?,pos
His wife is Indian.,তার স্ত্রী ভারতীয়,য়াসু ম্যা খংড,ntr
I am fine.,আমি ভালো আছি,হিরি আকং ঙা,pos
When can we meet next time?,পরের বার কখন দেখা করতে পারি?,নৌকা যখা আটুই খেং নহেং হোলে?,ntr
That is very bad.,ওটা খুব খারাপ,য়াচা ম্কং,neg
It really takes time.,এটা সত্যিই সময় লাগে,ইচা অ্কংকং আখ্যিং লুরেয়,ntr
Will you love me?,তুমি কি আমাকে ভালোবাসবে?,নাং ঙা গো হো ল?,pos
His dream came true.,তার স্বপ্ন সত্যি হয়েছে,য়াসু আকং ফ্ররে,pos
She likes swimming.,তিনি সাঁতার কাটতে পছন্দ করেন,য়াঃসু র্গু খেহো আমা,pos
Don't talk about work,কাজের কথা বলবেন না,অ্লু চ্গাগো,ntr
Will you teach me?,তুমি কি আমাকে শেখাবে?,নাং ঙা গো সাং হো ল?,ntr
I am fine.,আমি ভালো আছি,হিরি আকং ঙা,pos
It's so cheap,এটা খুব সস্তা,ইচা আঁটেং,ntr
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,নাং গ্নি আচাস্যা,neg
This river is beautiful,এই নদী সুন্দর,খ্যং ই হ্লারে,pos
Can I open the door?,আমি কি দরজা খুলতে পারি?,তৈংখা ঙা ল্হন্হেং হ ল?,ntr
No one was in the garden,বাগানে কেউ ছিল না,মা মিহিলিই ত্যক্পাং,neg
Do you love me?,তুমি কি আমাকে ভালোবাসো?,নাং ঙা ক্রতে গো ল?,pos
Where are you from?,তুমি কোথা থেকে আসছো,নাং লেটে লে?,ntr
Will you come here?,তুমি কি এখানে আসবে,নাং ইদু ল?,ntr
Thank you for coming,আসার জন্য আপনাকে ধন্যবাদ,লেটিঃ কোগো কিজু কিজুতাংবারে,pos
The dog is dead,কুকুরটি মারা গেছে,খুই য়া সিই ফাব্যা,neg
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা হ্রিরে কোস্থা,ntr
It was nice to meet you,তোমার সাথে দেখা হয়ে ভালো লাগলো।,না্ক আতুই লে ক্যাব হারে কং,pos
Why are you late?,তোমার দেরী হল কেন?,নাং ক্রাফালে?,ntr
I am ready to start.,আমি শুরু করতে প্রস্তুত,ঙা চা রেব্যা,pos
Have you finished dressing?,তুমি কি ড্রেসিং শেষ করেছ?,ওয়েব্যল অওয়ে নাং,ntr
Will you help me?,আপনি কি আমাকে সাহায্য করবেন?,কো ঙাগো ত্খ্যাক্ কু ন্হেং হো,pos
I don't like it,আমি এটা পছন্দ করি না,ইচা ঙা,neg
I don't like it,আমি এটা পছন্দ করি না,ঙা মা্সায়া ইচা,neg
Which team will win the game?,খেলা কোন দল জিতবে?,আসু অংহো? খ্যলা,pos
Where do you want to go?,আপনি কোথায় যেতে চান?,কো রে লাখ্যাং আদো লে?,pos
I am angry with him.,আমি তার সাথে রাগান্বিত,গো য়াসু ঙা মেং তাউতে,neg
She is a teacher.,সে একজন শিক্ষিকা,মা ত্যঃ ছ্রামা/চাখ্যাসা য়াসুু,ntr
This is not a joke,এটি তামাশা না,ইচা স্যইংচা,neg
Get well soon.,শীঘ্রই সুস্থ হয়ে উঠুন,আয়াং কেন্থা আকং ফ্রপ,pos
They have some books,তাদের কিছু বই আছে,য়াস্রোু মা চাঊঃ ল্য়ংক্খো হিরি,ntr
Are you serious?,তুমি কি সিরিয়াস?,আম্হেং নাং ল?,neg
His father looks healthy.,তার বাবা সুস্থ দেখাচ্ছে,আ্ফা ররেখে ম্রাং রে,pos
I can't stop.,আমি থামতে পারি না,ঙা ম্টে,pos
I am taller than you.,আমি আপনার চাইতে লম্বা,ঙা কোস্থা হ্রিরে,ntr
Don't be sad.,দু: খিত হবেন না,অউ ম্স্যুক্যে,pos
Thank you for everything,সবকিছুর জন্য ধন্যবাদ,আ্কুংজুং কিজুতাংরে কিজু,pos
No one was in the garden,বাগানে কেউ ছিল না,মা য়ইং মিহিলিই ত্যক্পাং,neg
Have a nice trip.,আপনার যাত্রা শুভ হোক,ফ্রলি রা্ক আকং কো,pos
Do you live here?,তুমি কি এখানে থাকো?,নাং ইংদেমা য়াং?,ntr
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ইলামা ঙাখ্ক এসেএওয়ব্যে,neg
Her smile was good.,তার হাসি ভাল ছিল,রেছা হ্লারে,pos
Did you make it yourself?,তুমি কি এটা নিজে বানিয়েছ?,নাং ইচা কোমাকো য়াং লোচা,ntr
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং খরুইকা ক্রাব আস্যা লেটেলে?,ntr
I can run fast.,আমি দ্রুত দৌড়াতে পারি,ঙা অ্মঃ ব্রি ন্হেং রে,ntr
Have you finished work?,তুমি কি কাজ শেষ করেছ?,অলু মা নাং টুংগব্যায়াং?,ntr
Tell me something about your family,আপনার পরিবার সম্পর্কে কিছু বলেন,কো রো ইংসা গো তখুমসা ইউব প্র,ntr
I don't like it,আমি এটা পছন্দ করি না,ইচা মা্সায়া,neg
His family is very big.,তার পরিবার অনেক বড়,য়াস্রো ইংসা আগ্রি,ntr
His brother is patient.,তার ভাই ধৈর্যশীল,ন্হেং আকোসি আ্মা সিখেং য়াসু রে,ntr
Do you love me or not?,তুমি আমাকে ভালোবাসো কি না,নাং ঙা ল ক্রোতি গো ম্ক্র ল,pos
They hit.,তারা আঘাত করেছিল,আসু বুড়েয় লে?,ntr
She was alone.,তিনি একা ছিলেন,খ্যাং নুং য়াঃসু হিঃরেলেয়,neg
Do you have any ideas about this?,আপনার কোন ধারণা আছে এই ব্যাপারে?,সিক্ড়ি য়াছাগো য়ুব ত্খুমসা কো ল,ntr
You are so brave,আপনি খুব সাহসী,ত্ফি নাং ব্যাং ম্ক্রক্,pos
Have a nice trip.,আপনার যাত্রা শুভ হোক,কো আকং,pos
I am in love.,আমি প্রেমে পড়েছি,চুই মা আখ্য রউরে,pos
Thanks for the compliment.,প্রশংসার জন্য ধন্যবাদ,কিজু ম্হ্রচা কিজুটাংরে,pos
Excuse my mistake,আমার ভুল মাফ করবেন।,ঙা ম্হারে খোয়ং হ্রুওয়ে,neg
When will you finish your work?,আপনি কখন কাজ শেষ করেছেন?,জ্খা আলু তুংরে লে?,ntr
Why are you so tired today?,তুমি আজ এত ক্লান্ত কেন?,ন্গ্যবলে? আচাস্যা নাং,neg
I can run.,আমি চালাতে সক্ষম,সালে ন্হেং রেয়,ntr
You don't understand me,তুমি আমাকে বোঝো না,নং ম্নালে ঙাগো,ntr
He goes to school.,সে স্কুলে যায়,য়াসু চাক্যংদো,ntr
They have some books,তাদের কিছু বই আছে,মা চাঊঃ ল্য়ংক্খো হিরি,ntr
Which is more expensive?,কোনটি বেশি ব্যয়বহুল?,আম্যা যাচা খা্গটেলে,ntr
My father is in his room.,আমার বাবা তার রুমে আছেন,ঙো বাবা আফা/ অফা/ নেংমা হিরে,ntr
His advice didn't help.,তার পরামর্শ সাহায্য করেনি,আলু প্রচা ম্লুলি,neg
My hair has grown very long,আমার চুল অনেক লম্বা হয়েছে,ঙা ছেংবাং এর্মা হ্রীব্যা,ntr
You're so smart,আপনি খুব স্মার্ট,পইংঞাস্যাং আ্মা কো,pos
See you soon,শীঘ্রই আবার দেখা হবে,আয়ং আতুই ক্যামে,ntr
There have been five murders this month,এই মাসে পাঁচটি খুনের ঘটনা ঘটেছে,ঙাখ্ক এসেএওয়ব্যে,neg
His horse jumped over the fence.,তার ঘোড়া বেড়ার উপর লাফিয়ে উঠল,য়াসু ম্রাং ছুই আথাউমা খুংব তাউরে,ntr
I am lost,আমি হারিয়ে গিয়েছি।,ঙা ফাব্যা,neg
You should sleep,তোমার তো ঘুমানো উচিত,নাং গা ওউই রাহো রে ব্যা,ntr
I am going to study.,আমি পড়াশোনা করতে যাচ্ছি,ঙা চা ফেচং লারেয়,ntr
I can't believe it.,আমি এটা বিশ্বাস করতে পারছি না,ঙা ইচা ম্ক্যুং ন্হেং ,ntr
Do you have any ideas about this?,আপনার কোন ধারণা আছে এই ব্যাপারে?,কো য়াছাগো ত্খুমসা সিক্ড়ি ল,ntr
His wife is one of my friends.,তার স্ত্রী আমার বন্ধুদের একজন,ম্যা য়াসু আফা্কসা ঙা,pos
Come with your family,আপনার পরিবারের সাথে আসুন,কো ইংসা লা,ntr
I have no idea,আমার কোন ধারণা নাই,মি্সি ঙা ত্খোবাং,neg
It's a long story.,এটি একটি দীর্ঘ গল্প,ইচা ত্খু অ্হ্রিথং,ntr
Have you eaten?,তুমি কি খেয়েছ?,নাং চা ল? ব্যা,ntr
Thank you very much,তোমাকে অনেক ধন্যবাদ,নাক্ কো আ্মা কিজুটাং,pos
His proposal was accepted in the meeting.,সভায় তার প্রস্তাব গৃহীত হয়,মিটিং য়াসু ফ্ররে,pos
It's so cheap,এটা খুব সস্তা,এর্মা ইচা আঁটেং,ntr
I can't come.,আমি আসতে পারব না,ঙা ম্লেন্হেং/ ঙা ম্নংই লেহো,ntr
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা মিহিলিই,neg
Can you hear me?,তুমি কি আমার কথা শুনতে পাচ্ছ?,নাং ঙা চাগা ক্রারেয়,ntr
Excuse my mistake,আমার ভুল মাফ করবেন।,ম্হারে ঙা খোয়ং,neg
I don't like it,আমি এটা পছন্দ করি না,ইচা ঙা,neg
I can't stop.,আমি থামতে পারি না,ঙা টেংহো ম্টে,pos
Please give me the bill,দয়া করে বিল দিন।,বিল হুলো? ট্খ্যা,pos
No one was in the garden,বাগানে কেউ ছিল না,য়ইং মা মিহিলিই,neg
What is your destination?,আপনার গন্তব্য কি?,কো আদো লারে,ntr
"If it rains, we will get wet","যদি বৃষ্টি হয়, আমরা ভিজে যাব","রু্ওয়ারে মু ছুগ্যে, ঙো মু চু্ওয়েকেহো ব্যা",ntr
There was no one there,সেখানে কেউ ছিল না,য়াদে ত্যক্পাং মিহিলি,neg
His eyes were on me.,তার দৃষ্টি আমার দিকে ছিল,য়াসু ঙাগো আমা ক্রিরি,ntr
I am very sorry.,আমি খুবই দুঃখিত,গা ঙা হ্রুওয়ে খোয়ং,neg
Did you take a shower?,তুমি কি গোসল করেছ?,খ্যুব্যা রি নাং য়াং?,ntr
I can't see anything,আমি কিছুই দেখতে পাচ্ছি না,ঙা ম্রাং,ntr
His brother is patient.,তার ভাই ধৈর্যশীল,য়াসু আকোসি আ্মা ন্হেং সিখেং রে,ntr
This bird can't fly,এই পাখি উড়তে পারে না,ম্প্যেংন্হেং ন্হাক্ ই,ntr
Why were you late this morning?,তুমি আজ সকালে দেরি করলে কেন?,নাং আস্যা খরুইকা ক্রাব গ্নি লেটেলে?,ntr
I am a vegetarian.,আমি একজন নিরামিষভোজী,হাংম্রু ঙা মাচা,ntr
I am trying to sleep.,আমি ঘুমানোর চেষ্টা করছি,ঙা ওইম্কেংরে,ntr
She didn't speak.,তিনি কথা বলেননি,চাগা ম্প্রলি,ntr
They are both in the room.,তারা দুজনেই রুমে আছে,ইয়াশ্রু মা ত ন্হয়চঙং হিরে,ntr
I'm crazy about you,আমি তোমার সম্পর্কে পাগল,ঙা নাাক্ রে রুউ মা,neg
Don't be angry.,রাগ করো না,মেং ম্তাঃক্যে,pos
Why were you so angry?,তুমি এত রেগে গেলে কেন?,আস্যা তাউরে লে?,neg
Have you finished work?,তুমি কি কাজ শেষ করেছ?,মা নাং অলু টুংগব্যায়াং?,ntr
